id,age,gender,province,population_group,monthly_income,education_level,employment_status,main_income_source,uses_bank_account,withdrawal_frequency,withdrawal_percentage,preferred_withdrawal_channel,reason_for_cash_use
6259,36,Male,Eastern Cape,White,19140.0,Secondary,Unemployed,Grants,Yes,Daily,57,Retail store,Too little money
6260,29,Female,Gauteng,Black African,15490.0,Secondary,Employed,Salary,Yes,Monthly,51,ATM,To avoid fees
6261,23,Female,North West,Black African,1160.0,Primary,Unemployed,Grants,Yes,Daily,61,Retail store,To avoid fees
6262,37,Male,Western Cape,Black African,1830.0,No formal education,Unemployed,Grants,Yes,Daily,100,ATM,Too little money
6263,45,Male,Western Cape,Black African,13810.0,Primary,Employed,Salary,Yes,Weekly,79,Bank branch,To avoid fees
6264,42,Male,Western Cape,Coloured,3770.0,Secondary,Employed,Salary,Yes,Monthly,75,Retail store,To avoid fees
6265,31,Female,Western Cape,White,13370.0,Tertiary,Employed,Salary,Yes,Less often,20,ATM,Privacy
6266,49,Female,Western Cape,Black African,44540.0,Tertiary,Employed,Salary,Yes,Less often,28,ATM,Other
6267,18,Male,Limpopo,Black African,1960.0,Secondary,Unemployed,Remittances,Yes,Less often,56,ATM,Too little money
6268,40,Female,KwaZulu-Natal,Black African,2680.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
6269,57,Female,Eastern Cape,Black African,3780.0,Primary,Employed,Salary,Yes,Monthly,81,ATM,Too little money
6270,43,Female,KwaZulu-Natal,Black African,7770.0,Secondary,Unemployed,Remittances,Yes,Weekly,48,ATM,Personal preference
6271,23,Male,Gauteng,Black African,3710.0,Primary,Employed,Salary,Yes,Weekly,64,Retail store,Too little money
6272,22,Female,Free State,Black African,1750.0,Primary,Employed,Salary,Yes,Weekly,100,ATM,Other
6273,40,Female,Mpumalanga,White,8870.0,Secondary,Employed,Salary,Yes,Weekly,70,ATM,To avoid fees
6274,18,Male,KwaZulu-Natal,Black African,3700.0,Tertiary,Employed,Salary,Yes,Weekly,84,Bank branch,Personal preference
6275,42,Female,Free State,Black African,6750.0,Primary,Employed,Salary,Yes,Monthly,83,ATM,Too little money
6276,30,Male,Eastern Cape,Coloured,1130.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6277,36,Female,KwaZulu-Natal,Black African,3720.0,No formal education,Retired,Pension,Yes,Monthly,91,Retail store,Too little money
6278,41,Male,Free State,Black African,6010.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6279,45,Male,Gauteng,Black African,5920.0,Primary,Employed,Salary,Yes,Weekly,52,ATM,Personal preference
6280,34,Female,Gauteng,Black African,3600.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6281,29,Female,Gauteng,Black African,23830.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
6282,18,Male,North West,Black African,620.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
6283,22,Male,Gauteng,Black African,3100.0,Secondary,Employed,Salary,Yes,Less often,65,Retail store,Too little money
6284,28,Male,Gauteng,Black African,2750.0,Secondary,Employed,Salary,Yes,Daily,95,ATM,Other
6285,22,Male,Gauteng,Black African,5460.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6286,27,Male,KwaZulu-Natal,Black African,8860.0,Secondary,Employed,Salary,Yes,Monthly,26,ATM,Too little money
6287,44,Female,North West,Black African,1880.0,Primary,Unemployed,Remittances,Yes,Monthly,89,ATM,Too little money
6288,42,Female,Gauteng,Coloured,10870.0,Secondary,Unemployed,Grants,Yes,Monthly,27,ATM,Too little money
6289,35,Male,KwaZulu-Natal,Black African,2550.0,Primary,Unemployed,Grants,Yes,Monthly,74,ATM,Privacy
6290,26,Male,Mpumalanga,Black African,8430.0,Tertiary,Employed,Salary,Yes,Less often,94,ATM,Personal preference
6291,40,Male,Gauteng,Black African,7330.0,Tertiary,Employed,Salary,Yes,Monthly,45,ATM,Personal preference
6292,27,Female,Gauteng,Black African,6180.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
6293,45,Female,Free State,Black African,3580.0,Primary,Employed,Salary,Yes,Weekly,85,ATM,Personal preference
6294,26,Male,Eastern Cape,Black African,1000.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
6295,28,Female,Gauteng,Black African,4020.0,Secondary,Employed,Salary,Yes,Less often,75,ATM,Too little money
6296,45,Male,KwaZulu-Natal,Black African,3080.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6297,45,Male,Free State,Black African,1120.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6298,44,Male,Northern Cape,Black African,2910.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6299,39,Male,KwaZulu-Natal,Black African,10970.0,Primary,Employed,Salary,Yes,Daily,69,Retail store,Personal preference
6300,36,Male,KwaZulu-Natal,Black African,4660.0,Secondary,Employed,Salary,Yes,Daily,57,ATM,Too little money
6301,44,Male,Western Cape,Black African,12300.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
6302,49,Male,Gauteng,White,52040.0,Tertiary,Employed,Salary,Yes,Monthly,40,ATM,Privacy
6303,37,Female,Free State,Black African,760.0,Secondary,Employed,Salary,Yes,Monthly,88,ATM,Personal preference
6304,30,Male,Western Cape,White,56230.0,Secondary,Employed,Salary,Yes,Monthly,43,ATM,Personal preference
6305,22,Male,Eastern Cape,Black African,1920.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
6306,45,Female,Eastern Cape,Black African,2540.0,Secondary,Self-employed,Remittances,Yes,Monthly,96,ATM,Personal preference
6307,42,Female,North West,Black African,510.0,Primary,Unemployed,Grants,Yes,Weekly,82,ATM,Too little money
6308,46,Male,Eastern Cape,Black African,2150.0,Primary,Unemployed,Grants,Yes,Monthly,60,Retail store,Too little money
6309,29,Male,KwaZulu-Natal,White,21230.0,Tertiary,Employed,Salary,Yes,Weekly,93,Bank branch,Personal preference
6310,38,Male,Western Cape,Black African,4390.0,Secondary,Self-employed,Grants,Yes,Monthly,83,ATM,Personal preference
6311,32,Male,KwaZulu-Natal,Black African,3280.0,Primary,Student,Salary,Yes,Less often,52,ATM,Personal preference
6312,29,Female,Free State,Black African,2900.0,Secondary,Unemployed,Grants,Yes,Weekly,85,ATM,Personal preference
6313,18,Female,KwaZulu-Natal,Black African,3820.0,Primary,Unemployed,Grants,Yes,Monthly,95,Bank branch,Too little money
6314,40,Female,North West,Coloured,7790.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6315,41,Female,Limpopo,Coloured,6430.0,Primary,Unemployed,Other,No,Less often,100,None,No bank account
6316,26,Male,Limpopo,Black African,3840.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6317,50,Male,KwaZulu-Natal,Black African,4090.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6318,43,Male,Eastern Cape,Black African,810.0,Secondary,Self-employed,Grants,Yes,Monthly,88,ATM,To avoid fees
6319,20,Female,Gauteng,Black African,16170.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
6320,46,Female,Eastern Cape,Black African,5280.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6321,48,Male,Mpumalanga,Black African,3530.0,Secondary,Student,Salary,Yes,Weekly,72,Retail store,Too little money
6322,32,Male,Eastern Cape,Black African,7880.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
6323,27,Male,Gauteng,Black African,4720.0,Primary,Self-employed,Remittances,No,Less often,100,None,No bank account
6324,55,Male,KwaZulu-Natal,Black African,6640.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6325,45,Female,KwaZulu-Natal,White,22260.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
6326,23,Male,Western Cape,White,46580.0,Secondary,Student,Salary,Yes,Daily,54,ATM,Personal preference
6327,52,Male,Gauteng,Black African,21380.0,Secondary,Employed,Salary,Yes,Less often,18,ATM,Personal preference
6328,45,Female,Gauteng,White,39800.0,Primary,Employed,Salary,Yes,Weekly,32,ATM,Too little money
6329,28,Male,Gauteng,Black African,13040.0,Secondary,Self-employed,Salary,Yes,Weekly,92,ATM,Personal preference
6330,50,Female,Mpumalanga,Black African,4180.0,Secondary,Self-employed,Grants,No,Less often,100,None,No bank account
6331,41,Male,KwaZulu-Natal,Coloured,3420.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6332,41,Female,Limpopo,White,10430.0,Secondary,Employed,Salary,Yes,Weekly,84,Retail store,Personal preference
6333,37,Male,Eastern Cape,Black African,3500.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6334,37,Female,Eastern Cape,Black African,2920.0,Primary,Unemployed,Other,No,Less often,100,None,No bank account
6335,33,Female,Gauteng,Black African,4780.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
6336,36,Male,KwaZulu-Natal,Black African,10980.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
6337,46,Male,Limpopo,White,9640.0,Tertiary,Employed,Salary,Yes,Monthly,74,ATM,Other
6338,27,Male,Western Cape,Black African,3010.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6339,36,Female,Gauteng,Black African,14850.0,Primary,Employed,Salary,Yes,Weekly,58,Retail store,Personal preference
6340,20,Female,Eastern Cape,Black African,2720.0,Primary,Employed,Salary,Yes,Monthly,57,ATM,Personal preference
6341,31,Male,Limpopo,Black African,2960.0,Primary,Employed,Salary,Yes,Monthly,84,ATM,Personal preference
6342,21,Female,KwaZulu-Natal,Black African,2650.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
6343,25,Female,KwaZulu-Natal,Black African,2880.0,Primary,Unemployed,Grants,Yes,Weekly,100,ATM,Privacy
6344,42,Male,Gauteng,Black African,15480.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6345,30,Male,Northern Cape,White,22520.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6346,27,Male,KwaZulu-Natal,Coloured,4350.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
6347,35,Male,Gauteng,Coloured,17990.0,Primary,Employed,Salary,Yes,Monthly,73,ATM,To avoid fees
6348,40,Female,Gauteng,Indian/Asian,9570.0,Tertiary,Employed,Salary,Yes,Monthly,68,ATM,Personal preference
6349,55,Male,Northern Cape,Black African,2880.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
6350,37,Female,Limpopo,Black African,910.0,No formal education,Unemployed,Grants,Yes,Less often,69,ATM,Too little money
6351,42,Female,KwaZulu-Natal,Black African,2430.0,Primary,Unemployed,Other,Yes,Weekly,84,ATM,Personal preference
6352,49,Male,Gauteng,Black African,2430.0,Primary,Unemployed,Grants,Yes,Weekly,82,Retail store,To avoid fees
6353,31,Male,Gauteng,Black African,6870.0,Tertiary,Self-employed,Grants,Yes,Weekly,31,ATM,Too little money
6354,50,Female,KwaZulu-Natal,Black African,20160.0,Secondary,Employed,Salary,Yes,Weekly,72,ATM,Too little money
6355,59,Male,Eastern Cape,Black African,1270.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
6356,45,Male,Western Cape,Black African,13430.0,Secondary,Retired,Pension,No,Less often,100,None,No bank account
6357,53,Male,Mpumalanga,Black African,41410.0,Tertiary,Employed,Salary,Yes,Weekly,80,ATM,Too little money
6358,39,Female,KwaZulu-Natal,Black African,1170.0,Secondary,Employed,Salary,Yes,Weekly,74,Retail store,Too little money
6359,49,Male,Free State,Black African,2040.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
6360,18,Male,Free State,Black African,9010.0,Secondary,Employed,Salary,Yes,Weekly,61,ATM,To avoid fees
6361,33,Female,Gauteng,Black African,1020.0,Primary,Employed,Salary,Yes,Monthly,82,ATM,Privacy
6362,41,Male,Western Cape,Black African,10450.0,Secondary,Employed,Salary,Yes,Less often,78,ATM,Too little money
6363,28,Male,Limpopo,Coloured,12560.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6364,30,Female,Gauteng,Black African,9500.0,Primary,Employed,Salary,Yes,Weekly,65,ATM,Too little money
6365,42,Male,Gauteng,Black African,6560.0,Secondary,Unemployed,Other,No,Less often,100,None,No bank account
6366,18,Female,Gauteng,Black African,4370.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6367,42,Male,North West,Black African,3510.0,Secondary,Retired,Pension,Yes,Monthly,74,ATM,To avoid fees
6368,55,Male,Gauteng,Black African,2220.0,Primary,Retired,Grants,No,Less often,100,None,No bank account
6369,33,Male,KwaZulu-Natal,Black African,13810.0,Secondary,Employed,Salary,Yes,Less often,78,Retail store,Personal preference
6370,18,Female,KwaZulu-Natal,Black African,4080.0,Secondary,Employed,Salary,Yes,Daily,84,ATM,Too little money
6371,49,Male,KwaZulu-Natal,Black African,4070.0,Primary,Unemployed,Grants,Yes,Monthly,69,ATM,Too little money
6372,51,Male,KwaZulu-Natal,Black African,3190.0,No formal education,Retired,Grants,Yes,Weekly,94,ATM,Too little money
6373,55,Male,Gauteng,Black African,9920.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
6374,48,Female,Western Cape,White,33860.0,Secondary,Employed,Salary,Yes,Less often,24,ATM,Too little money
6375,31,Female,Limpopo,Black African,8000.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
6376,30,Female,KwaZulu-Natal,Coloured,8850.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6377,43,Male,Gauteng,Black African,4240.0,Primary,Self-employed,Remittances,No,Less often,100,None,No bank account
6378,41,Male,KwaZulu-Natal,Black African,15360.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6379,40,Female,Gauteng,Black African,3000.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
6380,39,Male,Limpopo,Black African,14660.0,Tertiary,Employed,Salary,Yes,Monthly,65,ATM,Too little money
6381,45,Male,KwaZulu-Natal,Black African,1370.0,No formal education,Unemployed,Grants,No,Less often,100,None,No bank account
6382,48,Female,KwaZulu-Natal,Black African,5240.0,Secondary,Employed,Salary,Yes,Monthly,76,ATM,To avoid fees
6383,42,Female,North West,Black African,5330.0,Secondary,Employed,Salary,Yes,Weekly,63,Retail store,Personal preference
6384,46,Male,KwaZulu-Natal,Black African,1780.0,No formal education,Unemployed,Grants,Yes,Weekly,100,ATM,Too little money
6385,40,Male,Mpumalanga,Black African,3360.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6386,31,Male,Northern Cape,Black African,5930.0,Secondary,Unemployed,Grants,Yes,Less often,40,ATM,To avoid fees
6387,32,Male,Free State,Black African,3820.0,Secondary,Employed,Salary,Yes,Weekly,100,Retail store,Too little money
6388,44,Female,Gauteng,Black African,3810.0,Primary,Employed,Salary,Yes,Monthly,71,ATM,Other
6389,32,Female,KwaZulu-Natal,Black African,11430.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
6390,24,Female,Free State,Black African,2070.0,No formal education,Self-employed,Salary,Yes,Weekly,100,ATM,Too little money
6391,18,Female,Northern Cape,Black African,1410.0,Primary,Unemployed,Grants,Yes,Less often,54,ATM,Too little money
6392,55,Male,Gauteng,Coloured,6790.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6393,22,Female,KwaZulu-Natal,Black African,9200.0,Secondary,Self-employed,Salary,Yes,Weekly,44,Retail store,Personal preference
6394,55,Female,Free State,Black African,9580.0,Primary,Employed,Salary,Yes,Weekly,44,ATM,To avoid fees
6395,25,Female,KwaZulu-Natal,Black African,2410.0,Primary,Unemployed,Grants,Yes,Weekly,94,Retail store,Too little money
6396,38,Female,Western Cape,Black African,5450.0,No formal education,Employed,Salary,Yes,Weekly,44,ATM,Personal preference
6397,48,Female,KwaZulu-Natal,Black African,1290.0,Primary,Unemployed,Grants,Yes,Monthly,82,ATM,Personal preference
6398,27,Female,KwaZulu-Natal,Black African,3420.0,Primary,Retired,Pension,Yes,Weekly,59,ATM,Too little money
6399,30,Female,Gauteng,Black African,5770.0,Primary,Employed,Salary,Yes,Monthly,65,ATM,To avoid fees
6400,31,Male,Mpumalanga,Indian/Asian,7680.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
6401,27,Other,KwaZulu-Natal,Black African,2890.0,Primary,Unemployed,Remittances,Yes,Monthly,96,ATM,To avoid fees
6402,48,Female,Eastern Cape,Black African,5450.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6403,18,Female,Gauteng,Black African,10190.0,Secondary,Employed,Salary,Yes,Weekly,70,ATM,To avoid fees
6404,49,Male,Gauteng,Black African,3270.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6405,52,Male,Mpumalanga,Black African,3250.0,Tertiary,Employed,Salary,Yes,Weekly,82,Retail store,Personal preference
6406,18,Male,Free State,Coloured,3190.0,Primary,Employed,Salary,Yes,Weekly,78,Retail store,Personal preference
6407,44,Male,KwaZulu-Natal,Coloured,1860.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6408,46,Male,Limpopo,Black African,3280.0,Secondary,Employed,Salary,Yes,Monthly,55,ATM,Too little money
6409,53,Male,Gauteng,Black African,5800.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
6410,25,Male,Limpopo,Coloured,9550.0,Primary,Employed,Salary,Yes,Less often,79,ATM,Too little money
6411,36,Male,KwaZulu-Natal,Black African,6790.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
6412,21,Male,Limpopo,Black African,1210.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
